"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-09","55","60","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-10","56","66","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-11","59","68","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-12","62","70","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-13","64","72","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-14","61","67","57"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-15","56","65","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-16","54","60","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-17","55","62","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-18","53","63","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-19","54","59","51"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-20","55","63","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-21","56","63","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-22","58","67","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-23","54","60","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-24","55","61","48"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-25","55","64","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-26","54","62","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-27","61","68","52"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-28","60","65","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-29","60","67","53"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-11-30","63","69","58"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-01","63","69","56"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-02","59","70","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-03","49","54","46"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-04","49","59","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-05","53","68","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-06","49","55","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-07","50","57","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-08","49","50","47"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-09","47","53","43"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-10","45","53","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-11","47","57","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-12","48","51","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-13","48","52","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-14","42","47","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-15","45","51","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-16","47","53","42"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-17","44","51","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-18","42","48","37"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-19","43","48","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-20","45","51","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-21","43","52","37"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-22","50","54","44"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-23","52","54","50"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-24","47","51","45"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-25","45","49","41"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-26","43","46","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-27","42","47","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-28","41","45","38"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-29","44","48","40"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-30","43","50","39"
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2021-12-31","44","49","40"
